precinct_id,registered_voters,contest_name,total_votes_cast,Malcolm Kenyatta - Election Day,Malcolm Kenyatta - Absentee,Malcolm Kenyatta - Provisional,Tim DeFoor - Election Day,Tim DeFoor - Absentee,Tim DeFoor - Provisional,Reece Smith - Election Day,Reece Smith - Absentee,Reece Smith - Provisional,Bob Goodrich - Election Day,Bob Goodrich - Absentee,Bob Goodrich - Provisional,Eric K. Anton - Election Day,Eric K. Anton - Absentee,Eric K. Anton - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Pittsburgh Ward 9 Dist 5,653,Auditor General,479,202,133,2,67,27,1,12,2,2,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 9 Dist 6,565,Auditor General,435,203,112,5,68,16,4,4,2,0,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 9 Dist 7,417,Auditor General,315,125,106,4,36,14,0,7,0,0,1,3,0,2,0,0,0,0,0
Pittsburgh Ward 9 Dist 8,735,Auditor General,535,251,119,3,98,22,0,9,3,0,6,0,0,1,0,0,1,1,0
Pittsburgh Ward 9 Dist 9,602,Auditor General,401,188,97,11,51,27,2,3,0,0,1,0,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 1,643,Auditor General,475,222,129,7,66,23,1,4,1,0,0,0,0,2,0,0,1,1,0
Pittsburgh Ward 10 Dist 2,693,Auditor General,506,275,115,6,63,13,1,9,0,1,4,0,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 3,697,Auditor General,494,277,90,5,72,19,2,9,2,0,4,0,0,2,0,0,0,0,0
Pittsburgh Ward 10 Dist 4,537,Auditor General,461,232,107,7,65,15,1,7,1,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 5,490,Auditor General,384,205,82,4,62,5,0,6,0,0,3,0,0,3,1,0,0,0,0
Pittsburgh Ward 10 Dist 6,493,Auditor General,385,171,81,4,80,15,0,6,2,0,4,4,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 7,608,Auditor General,494,223,119,5,83,22,0,6,1,0,2,0,0,5,0,0,0,0,0
Pittsburgh Ward 10 Dist 8,593,Auditor General,487,225,121,1,81,24,0,7,0,0,5,1,0,0,0,0,1,1,0
Pittsburgh Ward 10 Dist 9,538,Auditor General,450,217,90,4,82,27,0,5,2,0,5,0,0,1,0,0,2,0,0
Pittsburgh Ward 10 Dist 10,609,Auditor General,521,231,138,5,97,19,0,9,1,1,4,1,0,1,0,0,1,0,0
Pittsburgh Ward 10 Dist 11,597,Auditor General,475,230,116,4,82,10,0,6,1,0,1,2,0,4,0,0,0,3,0
Pittsburgh Ward 10 Dist 12,487,Auditor General,375,205,118,7,14,12,1,3,3,0,0,0,0,0,0,0,2,0,0
Pittsburgh Ward 10 Dist 13,531,Auditor General,415,223,102,9,38,16,2,7,2,0,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 14,556,Auditor General,448,256,123,6,34,7,0,0,0,0,3,0,0,2,0,0,0,0,0
Pittsburgh Ward 10 Dist 15,355,Auditor General,200,99,73,3,9,5,0,1,1,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 16,316,Auditor General,195,132,32,5,9,1,0,4,1,0,2,1,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 17,486,Auditor General,326,188,79,4,22,14,0,4,1,0,1,2,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 18,528,Auditor General,351,180,103,10,19,11,1,4,2,0,4,0,0,0,1,0,0,0,0
Pittsburgh Ward 10 Dist 19,441,Auditor General,302,180,80,5,17,1,2,3,1,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 1,624,Auditor General,466,243,142,7,38,14,1,6,1,0,1,1,0,2,0,0,0,0,0
Pittsburgh Ward 11 Dist 2,524,Auditor General,338,195,103,6,16,6,0,2,1,0,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 11 Dist 3,418,Auditor General,281,126,112,10,11,2,1,1,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 4,536,Auditor General,344,196,103,6,13,6,1,2,1,0,0,0,0,1,0,0,1,1,0
Pittsburgh Ward 11 Dist 5,557,Auditor General,364,220,90,3,19,5,0,6,1,0,0,0,0,0,0,0,2,0,0
Pittsburgh Ward 11 Dist 6,834,Auditor General,593,313,176,4,48,20,1,3,2,0,2,0,0,3,2,0,1,0,1
Pittsburgh Ward 11 Dist 7,679,Auditor General,530,244,169,4,54,30,0,6,3,0,1,3,0,0,0,0,1,0,0
Pittsburgh Ward 11 Dist 8,566,Auditor General,413,201,126,1,44,15,0,5,1,0,0,1,0,0,0,0,1,1,0
Pittsburgh Ward 11 Dist 9,644,Auditor General,516,263,169,4,31,22,0,3,2,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 10,595,Auditor General,506,238,171,2,52,21,1,3,1,0,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 11,642,Auditor General,472,242,136,3,40,19,0,5,1,0,2,0,0,2,0,0,1,1,0
Pittsburgh Ward 11 Dist 12,681,Auditor General,537,264,170,3,48,20,0,5,0,0,3,1,0,0,1,0,0,0,0
Pittsburgh Ward 11 Dist 13,682,Auditor General,537,285,144,2,46,21,1,4,2,0,2,0,1,3,0,0,1,0,0
Pittsburgh Ward 11 Dist 14,605,Auditor General,397,238,106,9,18,6,0,3,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 15,409,Auditor General,213,129,57,5,8,1,1,2,0,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 16,606,Auditor General,380,185,122,3,37,7,0,4,5,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 17,688,Auditor General,464,264,145,10,17,9,0,6,1,0,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 11 Dist 18,643,Auditor General,387,219,106,15,14,11,0,4,1,0,0,2,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 1,245,Auditor General,120,53,37,1,8,11,1,2,2,1,1,2,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 2,303,Auditor General,153,102,26,2,8,1,0,7,0,0,0,0,0,0,0,0,0,0,1
Pittsburgh Ward 12 Dist 3,184,Auditor General,92,45,25,5,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 4,318,Auditor General,175,109,43,2,4,3,1,3,1,1,0,1,0,2,0,0,0,0,0
Pittsburgh Ward 12 Dist 5,169,Auditor General,92,61,11,5,3,2,2,1,0,0,0,0,1,1,0,0,0,0,1
Pittsburgh Ward 12 Dist 6,195,Auditor General,99,51,33,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 7,300,Auditor General,153,92,41,1,4,3,0,2,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 12 Dist 8,190,Auditor General,107,80,18,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 9,286,Auditor General,138,63,53,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 10,400,Auditor General,246,162,61,11,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 12 Dist 11,426,Auditor General,239,136,68,10,5,4,2,2,0,0,2,0,0,2,0,0,0,0,0
Pittsburgh Ward 12 Dist 12,716,Auditor General,382,189,105,14,7,16,1,8,4,0,10,4,1,1,0,0,1,0,0
Pittsburgh Ward 12 Dist 13,358,Auditor General,223,137,62,4,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 14,267,Auditor General,159,96,40,4,4,0,0,1,0,0,1,0,0,1,1,0,0,1,0
Pittsburgh Ward 12 Dist 15,520,Auditor General,326,210,91,3,2,0,0,5,0,0,2,0,0,2,0,0,0,0,0
Pittsburgh Ward 12 Dist 16,279,Auditor General,167,86,63,2,8,0,0,3,0,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 1,372,Auditor General,223,139,57,5,3,4,0,0,0,0,0,0,2,3,0,0,0,0,0
Pittsburgh Ward 13 Dist 2,338,Auditor General,180,116,36,0,6,1,0,3,0,1,2,0,0,1,0,0,0,0,1
Pittsburgh Ward 13 Dist 3,272,Auditor General,152,100,40,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 4,277,Auditor General,142,69,48,5,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 5,297,Auditor General,161,85,52,4,9,1,2,0,0,0,3,1,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 6,304,Auditor General,164,122,26,4,4,0,0,3,1,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 7,333,Auditor General,161,96,41,5,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 8,294,Auditor General,151,76,58,2,0,0,0,0,0,0,2,1,0,4,1,0,0,0,0
Pittsburgh Ward 13 Dist 9,267,Auditor General,150,100,34,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 13 Dist 10,190,Auditor General,104,62,24,2,4,2,0,2,0,0,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 11,380,Auditor General,156,104,30,2,3,2,0,1,1,0,2,0,0,0,0,1,0,0,0
Pittsburgh Ward 13 Dist 12,363,Auditor General,200,132,46,2,6,2,0,3,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 13,284,Auditor General,153,91,39,8,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 14,227,Auditor General,112,63,29,1,5,4,0,4,0,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 15,257,Auditor General,138,97,19,1,6,1,0,1,0,0,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 16,272,Auditor General,159,110,35,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Pittsburgh Ward 13 Dist 17,816,Auditor General,372,239,92,7,11,3,0,5,1,0,1,0,0,2,0,0,0,0,0
Pittsburgh Ward 13 Dist 18,277,Auditor General,108,84,10,3,3,0,0,1,0,0,3,0,0,2,0,0,0,0,0
Pittsburgh Ward 13 Dist 19,477,Auditor General,336,190,121,7,7,2,1,0,2,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 14 Dist 1,968,Auditor General,518,246,144,10,53,20,1,8,4,1,0,3,0,0,0,0,1,0,0
Pittsburgh Ward 14 Dist 2,1598,Auditor General,883,488,131,12,112,29,2,8,4,0,2,0,0,4,0,0,3,0,2
Pittsburgh Ward 14 Dist 3,1057,Auditor General,703,334,223,6,82,20,1,7,2,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 4,819,Auditor General,589,243,234,2,37,33,5,2,0,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 5,855,Auditor General,641,264,214,5,67,43,1,6,1,0,1,4,0,0,1,0,1,0,0
Pittsburgh Ward 14 Dist 6,614,Auditor General,461,246,94,9,62,26,1,0,0,0,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 14 Dist 7,3338,Auditor General,1159,701,123,48,118,19,7,12,1,1,7,1,0,4,0,0,1,0,0
Pittsburgh Ward 14 Dist 8,955,Auditor General,598,288,161,10,71,23,1,3,2,0,4,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 9,762,Auditor General,644,240,239,6,84,38,0,4,2,0,1,1,0,0,0,0,0,1,0
Pittsburgh Ward 14 Dist 10,738,Auditor General,607,259,215,2,60,33,3,5,2,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 11,813,Auditor General,649,309,190,4,66,31,0,5,2,0,1,0,0,1,1,0,0,0,0
Pittsburgh Ward 14 Dist 12,841,Auditor General,521,297,149,6,37,7,1,2,2,0,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 14 Dist 13,737,Auditor General,547,307,178,3,23,9,0,3,2,1,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 14,856,Auditor General,634,263,238,5,60,30,0,5,3,0,0,2,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 15,742,Auditor General,572,288,185,5,35,31,1,5,0,0,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 16,484,Auditor General,399,185,118,2,43,29,1,1,0,0,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 14 Dist 17,481,Auditor General,413,199,120,3,48,15,1,1,1,0,2,0,0,1,0,0,1,0,0
Pittsburgh Ward 14 Dist 18,742,Auditor General,612,296,205,2,59,22,1,5,0,0,1,2,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 19,619,Auditor General,518,270,161,3,38,14,0,4,3,0,3,1,0,0,1,0,0,1,0
Pittsburgh Ward 14 Dist 20,626,Auditor General,454,195,154,6,44,30,2,6,3,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 21,608,Auditor General,494,222,154,5,48,17,3,3,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 22,747,Auditor General,589,298,170,7,40,27,0,1,1,0,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 23,740,Auditor General,564,202,206,3,55,41,3,4,1,0,2,0,0,2,0,0,0,1,0
Pittsburgh Ward 14 Dist 24,547,Auditor General,423,164,156,3,47,19,2,1,2,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 14 Dist 25,967,Auditor General,774,278,263,9,98,72,0,7,3,0,0,0,1,0,0,0,2,1,0
Pittsburgh Ward 14 Dist 26,611,Auditor General,476,181,156,1,56,36,2,5,3,0,1,1,0,1,0,0,0,1,0
Pittsburgh Ward 14 Dist 27,543,Auditor General,471,232,107,2,80,25,1,3,0,0,2,0,0,2,0,0,0,0,0
Pittsburgh Ward 14 Dist 28,574,Auditor General,475,203,91,3,108,36,3,4,3,1,1,0,0,0,0,0,1,0,0
Pittsburgh Ward 14 Dist 29,809,Auditor General,607,260,184,3,70,35,2,8,1,0,5,0,0,0,0,0,1,1,0
Pittsburgh Ward 14 Dist 30,660,Auditor General,538,241,172,2,55,23,3,10,4,0,3,0,0,0,1,0,2,0,0
Pittsburgh Ward 14 Dist 31,1224,Auditor General,991,377,341,4,125,90,2,8,3,0,4,3,0,0,0,0,2,1,0
Pittsburgh Ward 14 Dist 32,815,Auditor General,544,261,162,8,44,23,1,9,2,0,3,2,1,1,1,0,0,0,0
Pittsburgh Ward 14 Dist 33,893,Auditor General,612,207,170,7,90,63,5,4,3,0,1,0,0,3,0,0,2,1,0
Pittsburgh Ward 14 Dist 34,949,Auditor General,617,220,151,7,79,78,4,7,1,0,1,1,0,0,0,0,4,0,1
Pittsburgh Ward 14 Dist 35,662,Auditor General,471,162,175,6,45,22,1,1,3,0,0,1,0,0,1,0,0,0,0
Pittsburgh Ward 14 Dist 36,817,Auditor General,551,210,216,7,39,30,1,5,5,1,2,1,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 37,689,Auditor General,471,152,163,6,58,42,5,0,1,0,2,2,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 38,621,Auditor General,430,170,157,4,38,29,1,4,1,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 14 Dist 39,662,Auditor General,469,188,145,4,39,33,7,3,2,0,0,1,0,0,1,0,1,1,0
Pittsburgh Ward 14 Dist 40,658,Auditor General,413,188,122,5,41,22,3,5,0,0,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 14 Dist 41,74,Auditor General,57,25,16,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 1,603,Auditor General,434,131,157,8,60,36,4,3,4,1,0,2,0,3,1,0,0,1,0
Pittsburgh Ward 15 Dist 2,733,Auditor General,520,237,133,6,72,20,4,11,0,0,1,1,0,2,0,0,1,0,0
Pittsburgh Ward 15 Dist 3,640,Auditor General,478,196,127,4,72,28,2,5,6,0,3,4,0,2,0,0,0,0,0
Pittsburgh Ward 15 Dist 4,643,Auditor General,475,206,136,3,60,24,5,6,6,0,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 15 Dist 5,533,Auditor General,397,173,91,4,63,23,3,5,1,2,4,1,0,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 6,530,Auditor General,433,213,93,6,72,23,2,4,3,1,1,1,0,3,0,0,0,0,0
Pittsburgh Ward 15 Dist 7,681,Auditor General,530,225,121,1,111,33,0,11,1,0,1,0,0,4,0,0,0,0,0
Pittsburgh Ward 15 Dist 8,617,Auditor General,489,206,117,4,83,32,2,6,5,0,4,1,0,1,0,0,2,0,0
Pittsburgh Ward 15 Dist 9,165,Auditor General,120,67,17,0,14,9,2,3,1,0,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 10,606,Auditor General,480,195,132,2,85,19,2,5,2,0,3,1,0,1,0,0,0,0,0
Pittsburgh Ward 15 Dist 11,532,Auditor General,430,152,88,2,112,34,3,13,1,0,4,0,1,1,1,0,0,0,0
Pittsburgh Ward 15 Dist 12,468,Auditor General,371,133,113,2,57,34,0,7,3,0,0,2,0,1,0,0,1,1,0
Pittsburgh Ward 15 Dist 13,464,Auditor General,258,135,63,8,23,7,0,3,0,0,4,0,0,0,0,0,2,0,0
Pittsburgh Ward 15 Dist 14,286,Auditor General,151,70,39,2,15,5,2,2,1,0,1,1,1,1,0,0,1,0,0
Pittsburgh Ward 15 Dist 15,329,Auditor General,181,86,22,2,39,9,5,1,1,0,4,2,1,0,1,0,1,0,0
Pittsburgh Ward 15 Dist 16,493,Auditor General,308,160,77,4,34,11,1,4,0,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 15 Dist 17,21,Auditor General,13,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 18,546,Auditor General,311,148,69,11,39,12,0,4,2,1,3,1,1,0,1,0,2,0,0
Pittsburgh Ward 15 Dist 19,475,Auditor General,243,111,57,9,4,12,1,3,4,0,2,6,0,1,2,0,0,0,0
Pittsburgh Ward 16 Dist 1,1049,Auditor General,634,284,189,8,69,31,5,14,4,1,0,2,0,0,0,0,0,1,0
Pittsburgh Ward 16 Dist 2,1342,Auditor General,879,388,230,23,111,51,6,11,5,0,6,1,0,4,0,0,0,1,0
Pittsburgh Ward 16 Dist 3,1161,Auditor General,781,331,168,6,141,63,5,11,3,1,6,2,1,2,0,0,1,0,0
Pittsburgh Ward 16 Dist 4,435,Auditor General,283,134,60,5,50,12,1,5,0,0,4,0,0,0,0,0,2,0,0
Pittsburgh Ward 16 Dist 5,678,Auditor General,462,177,123,11,88,30,2,5,3,0,6,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 6,504,Auditor General,348,156,65,9,66,20,4,6,2,1,5,1,0,2,0,0,2,0,0
Pittsburgh Ward 16 Dist 7,452,Auditor General,266,117,62,5,44,9,1,5,2,0,4,0,0,1,1,0,1,0,0
Pittsburgh Ward 16 Dist 8,187,Auditor General,63,39,4,7,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 9,470,Auditor General,294,145,57,1,48,17,1,3,0,0,7,0,0,2,1,0,0,0,0
Pittsburgh Ward 16 Dist 10,354,Auditor General,243,92,48,1,64,16,1,3,0,0,4,1,0,0,0,0,1,0,0
Pittsburgh Ward 16 Dist 11,405,Auditor General,254,126,49,3,41,9,1,3,2,0,2,2,1,0,1,0,1,0,0
Pittsburgh Ward 17 Dist 1,446,Auditor General,247,88,48,9,55,20,5,2,2,0,0,0,0,0,0,1,0,0,0
Pittsburgh Ward 17 Dist 2,881,Auditor General,551,275,116,17,77,25,1,9,2,0,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 17 Dist 3,654,Auditor General,439,195,103,7,73,22,4,3,3,1,0,0,1,2,0,0,0,0,0
Pittsburgh Ward 17 Dist 4,851,Auditor General,570,228,153,3,107,46,3,6,2,0,2,1,0,1,0,0,0,0,0
Pittsburgh Ward 17 Dist 5,656,Auditor General,422,199,99,3,68,14,3,7,0,0,1,0,0,0,2,0,2,0,0
Pittsburgh Ward 17 Dist 6,467,Auditor General,265,109,48,7,64,19,1,6,0,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 17 Dist 7,397,Auditor General,263,102,62,7,51,15,1,8,0,0,4,0,0,0,0,0,1,0,0
Pittsburgh Ward 17 Dist 8,471,Auditor General,319,143,78,10,48,15,3,3,1,0,0,0,1,1,0,0,0,1,0
Pittsburgh Ward 18 Dist 1,546,Auditor General,445,151,81,4,138,34,1,8,3,0,4,2,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 2,364,Auditor General,205,127,51,6,6,4,0,0,2,0,2,0,0,0,1,0,0,0,0
Pittsburgh Ward 18 Dist 3,342,Auditor General,204,135,49,2,4,0,1,0,0,1,0,0,0,0,0,0,2,0,0
Pittsburgh Ward 18 Dist 4,430,Auditor General,258,152,56,10,19,1,3,5,1,0,2,0,1,1,0,0,2,0,0
Pittsburgh Ward 18 Dist 5,936,Auditor General,678,251,173,10,129,53,3,10,6,0,2,3,0,2,1,0,2,0,0
Pittsburgh Ward 18 Dist 6,371,Auditor General,217,130,36,6,24,8,0,1,1,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 18 Dist 7,446,Auditor General,302,124,54,3,67,17,1,13,2,0,4,1,0,1,0,0,0,2,0
Pittsburgh Ward 18 Dist 8,289,Auditor General,144,84,28,4,11,5,1,2,0,0,2,0,0,0,0,0,1,0,0
Pittsburgh Ward 18 Dist 9,704,Auditor General,423,198,84,7,71,19,2,9,2,0,5,0,0,3,0,0,0,0,0
Pittsburgh Ward 18 Dist 10,66,Auditor General,42,10,16,0,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 11,533,Auditor General,290,125,66,10,45,12,1,12,1,0,4,0,0,3,1,0,1,1,0
Pittsburgh Ward 19 Dist 1,541,Auditor General,445,124,113,3,127,40,5,10,1,0,3,3,0,3,1,0,0,0,0
Pittsburgh Ward 19 Dist 2,730,Auditor General,553,174,124,5,156,50,5,5,4,0,2,0,0,1,1,0,1,0,0
Pittsburgh Ward 19 Dist 3,515,Auditor General,402,143,77,4,99,41,2,11,1,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 4,405,Auditor General,331,106,92,1,79,28,0,5,1,0,4,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 5,416,Auditor General,320,114,53,3,102,19,1,12,3,0,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 6,517,Auditor General,360,130,82,5,82,25,2,9,1,0,4,1,0,0,1,1,0,0,0
Pittsburgh Ward 19 Dist 7,193,Auditor General,138,58,24,2,34,6,0,1,0,0,1,0,0,1,0,0,2,0,0
Pittsburgh Ward 19 Dist 8,610,Auditor General,421,202,83,4,83,14,0,10,0,0,2,1,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 9,532,Auditor General,351,147,67,5,79,12,3,14,1,0,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 10,685,Auditor General,464,188,98,10,99,33,5,6,0,1,1,1,0,0,1,1,0,0,1
Pittsburgh Ward 19 Dist 11,449,Auditor General,311,111,66,2,87,19,2,8,3,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 12,415,Auditor General,343,99,81,2,104,28,0,1,1,0,2,0,0,2,1,0,1,1,0
Pittsburgh Ward 19 Dist 13,459,Auditor General,304,149,43,3,71,8,2,11,3,0,2,3,1,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 14,557,Auditor General,378,144,108,4,69,27,3,6,2,0,4,2,0,1,2,0,1,0,0
Pittsburgh Ward 19 Dist 15,613,Auditor General,438,192,106,1,90,19,2,8,0,0,2,2,0,3,0,0,0,0,0
Pittsburgh Ward 19 Dist 16,570,Auditor General,414,193,99,6,64,19,1,5,5,0,1,1,0,0,0,0,2,0,0
Pittsburgh Ward 19 Dist 17,542,Auditor General,417,182,95,3,86,13,1,6,2,2,2,0,0,2,1,0,0,0,0
Pittsburgh Ward 19 Dist 18,452,Auditor General,336,187,55,3,44,18,1,11,2,0,2,0,0,1,1,0,0,0,0
Pittsburgh Ward 19 Dist 19,502,Auditor General,366,149,86,5,87,12,1,7,0,0,4,1,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 20,523,Auditor General,394,129,87,4,110,30,1,7,1,0,3,1,1,4,0,0,0,0,0
Pittsburgh Ward 19 Dist 21,642,Auditor General,480,194,112,7,94,28,0,10,2,0,4,1,0,4,1,0,2,0,0
Pittsburgh Ward 19 Dist 22,556,Auditor General,425,176,95,9,80,35,4,5,0,0,3,0,0,1,0,0,1,0,0
Pittsburgh Ward 19 Dist 23,613,Auditor General,452,157,102,3,120,26,0,12,2,0,3,1,0,2,0,0,1,0,0
Pittsburgh Ward 19 Dist 24,504,Auditor General,388,164,76,0,104,17,0,13,0,0,4,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 25,536,Auditor General,415,174,94,3,89,31,2,3,1,0,0,1,1,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 26,460,Auditor General,357,155,81,1,61,17,4,10,1,0,5,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 27,455,Auditor General,345,118,72,7,89,25,2,5,1,0,5,0,0,4,0,0,0,0,0
Pittsburgh Ward 19 Dist 28,626,Auditor General,530,207,146,1,107,34,2,7,3,0,1,1,0,4,0,0,0,0,0
Pittsburgh Ward 19 Dist 29,492,Auditor General,399,160,71,4,111,25,1,7,1,0,2,1,0,4,0,0,0,0,0
Pittsburgh Ward 19 Dist 30,537,Auditor General,445,153,119,3,111,32,1,6,2,0,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 19 Dist 31,491,Auditor General,412,155,73,3,130,25,0,9,1,0,0,0,0,4,0,0,0,0,0
Pittsburgh Ward 19 Dist 32,533,Auditor General,434,198,82,3,92,24,2,9,0,0,4,1,0,5,0,0,0,0,0
Pittsburgh Ward 19 Dist 33,456,Auditor General,376,132,71,2,102,34,1,13,0,0,2,0,0,2,1,0,2,1,0
Pittsburgh Ward 19 Dist 34,533,Auditor General,416,150,108,5,91,24,2,7,2,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 35,506,Auditor General,389,140,89,3,108,17,1,6,0,0,1,1,0,0,1,1,0,0,0
Pittsburgh Ward 19 Dist 36,702,Auditor General,569,181,123,10,133,46,2,17,8,1,7,1,1,2,0,0,0,0,0
Pittsburgh Ward 19 Dist 37,444,Auditor General,353,114,80,1,107,11,1,6,0,0,5,2,1,1,1,0,0,0,0
Pittsburgh Ward 19 Dist 38,586,Auditor General,427,168,99,3,106,26,1,6,1,0,1,0,0,4,0,0,0,0,0
Pittsburgh Ward 20 Dist 1,601,Auditor General,476,130,91,2,176,38,7,12,1,0,7,2,1,0,1,0,0,0,0
Pittsburgh Ward 20 Dist 2,219,Auditor General,160,56,26,0,50,10,0,9,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 3,664,Auditor General,510,154,117,4,155,38,0,13,1,0,2,1,0,1,0,0,1,0,0
Pittsburgh Ward 20 Dist 4,83,Auditor General,50,19,16,0,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 5,544,Auditor General,382,145,86,6,86,23,1,7,4,0,2,2,0,4,3,0,0,0,1
Pittsburgh Ward 20 Dist 6,527,Auditor General,316,126,63,11,54,30,1,6,2,0,3,0,0,2,0,0,1,0,0
