precinct_id,registered_voters,contest_name,total_votes_cast,Eugene DePasquale - Election Day,Eugene DePasquale - Absentee,Eugene DePasquale - Provisional,Dave Sunday - Election Day,Dave Sunday - Absentee,Dave Sunday - Provisional,Robert Cowburn - Election Day,Robert Cowburn - Absentee,Robert Cowburn - Provisional,Richard L. Weiss - Election Day,Richard L. Weiss - Absentee,Richard L. Weiss - Provisional,Justin L. Magill - Election Day,Justin L. Magill - Absentee,Justin L. Magill - Provisional,Eric L. Settle - Election Day,Eric L. Settle - Absentee,Eric L. Settle - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Ross Ward 4 Dist 4,793,Attorney General,674,180,150,1,237,73,4,6,3,0,1,3,0,4,1,0,1,0,0,0,0,0
Ross Ward 5 Dist 1,624,Attorney General,534,159,99,3,206,47,0,6,2,0,3,2,0,0,0,0,0,0,0,1,0,0
Ross Ward 5 Dist 2,435,Attorney General,373,115,71,2,135,23,1,6,1,0,4,1,0,3,0,0,0,0,0,0,0,0
Ross Ward 5 Dist 3,797,Attorney General,648,142,172,5,202,95,1,5,0,0,2,1,1,6,1,0,0,1,0,0,0,0
Ross Ward 5 Dist 4,754,Attorney General,639,173,129,1,240,64,1,12,2,0,1,1,0,2,0,0,2,1,0,0,0,0
Ross Ward 6 Dist 1,494,Attorney General,415,158,76,4,130,26,3,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0
Ross Ward 6 Dist 2,1008,Attorney General,803,259,195,3,236,65,5,10,3,0,8,2,0,3,1,0,0,1,0,1,0,0
Ross Ward 6 Dist 3,693,Attorney General,564,222,97,1,169,44,0,10,1,0,1,2,0,4,0,0,1,2,0,0,0,0
Ross Ward 6 Dist 4,601,Attorney General,485,180,69,1,159,35,3,3,0,0,9,3,0,2,0,0,0,0,0,1,0,0
Ross Ward 7 Dist 1,599,Attorney General,520,134,109,2,194,49,1,10,3,0,5,3,0,1,1,0,0,0,0,0,0,0
Ross Ward 7 Dist 2,640,Attorney General,456,159,89,6,139,29,4,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0
Ross Ward 7 Dist 3,750,Attorney General,636,192,128,2,205,63,3,8,0,0,5,2,0,3,1,0,1,0,0,0,0,0
Ross Ward 7 Dist 4,613,Attorney General,502,163,96,3,185,32,3,2,1,1,5,1,0,2,0,0,1,0,0,0,0,0
Ross Ward 8 Dist 1,1701,Attorney General,1351,349,333,14,379,179,6,16,2,1,16,6,0,8,0,0,1,1,0,1,0,0
Ross Ward 8 Dist 2,508,Attorney General,395,122,84,5,121,27,1,8,3,1,3,1,0,1,0,1,1,0,0,0,1,0
Ross Ward 8 Dist 3,600,Attorney General,522,147,112,6,181,45,4,5,1,0,3,1,0,2,0,0,0,0,0,1,0,0
Ross Ward 9 Dist 1,803,Attorney General,715,193,129,1,289,79,1,3,0,0,2,3,0,0,0,0,0,2,0,0,0,0
Ross Ward 9 Dist 2,975,Attorney General,825,230,182,4,273,85,3,11,2,1,10,2,0,5,0,0,0,1,1,1,1,0
Ross Ward 9 Dist 3,791,Attorney General,668,178,118,5,254,86,3,5,0,0,1,1,0,4,0,0,2,0,0,0,0,0
Rosslyn Farms,415,Attorney General,362,127,49,1,130,34,3,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0
Scott Ward 1 Dist 1,587,Attorney General,420,129,64,5,164,17,2,6,0,0,7,1,0,4,1,0,0,0,0,0,0,0
Scott Ward 1 Dist 2,671,Attorney General,489,169,56,2,188,26,1,13,3,0,8,0,1,2,0,1,1,0,1,1,0,0
Scott Ward 2 Dist 1,447,Attorney General,347,105,97,3,98,29,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Scott Ward 2 Dist 2,654,Attorney General,569,197,85,4,222,33,1,8,2,0,2,0,0,0,0,0,1,2,0,0,0,0
Scott Ward 3 Dist 1,543,Attorney General,476,145,97,1,169,40,2,6,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Scott Ward 3 Dist 2,697,Attorney General,591,151,133,6,207,55,3,8,2,0,5,2,0,0,0,0,5,0,0,0,0,0
Scott Ward 4 Dist 1,753,Attorney General,650,234,124,3,189,56,2,7,1,0,1,2,0,5,3,0,0,1,0,0,0,0
Scott Ward 4 Dist 2,605,Attorney General,521,174,125,0,163,38,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0
Scott Ward 5 Dist 1,611,Attorney General,515,159,80,5,205,34,3,5,2,0,6,0,0,2,0,0,2,0,0,0,0,0
Scott Ward 5 Dist 2,719,Attorney General,590,188,138,4,165,67,3,5,3,0,3,2,0,1,1,0,0,0,0,0,0,0
Scott Ward 6 Dist 1,645,Attorney General,509,184,97,3,150,37,7,6,1,0,4,5,0,0,0,0,2,0,0,1,0,0
Scott Ward 6 Dist 2,836,Attorney General,704,208,166,11,223,53,2,5,1,0,7,1,0,0,0,0,3,0,0,3,0,0
Scott Ward 7 Dist 1,914,Attorney General,741,208,223,3,190,77,2,6,1,0,1,3,0,2,1,0,0,2,0,0,0,0
Scott Ward 7 Dist 2,660,Attorney General,566,172,133,1,183,48,0,4,3,0,4,2,0,2,0,0,2,1,0,0,0,0
Scott Ward 8 Dist 1,525,Attorney General,467,128,94,2,170,45,2,6,1,0,5,1,0,1,0,0,0,1,0,0,0,0
Scott Ward 8 Dist 2,1057,Attorney General,892,200,245,6,233,169,3,2,5,1,2,0,0,2,0,0,2,0,0,0,0,0
Scott Ward 9 Dist 1,347,Attorney General,238,79,47,6,60,20,0,5,1,0,4,1,0,2,0,0,0,0,0,1,0,0
Scott Ward 9 Dist 2,367,Attorney General,293,114,61,3,71,23,0,3,1,0,2,0,0,1,0,0,1,2,0,0,0,0
Sewickley Ward 1,972,Attorney General,783,274,170,5,221,67,1,16,2,0,3,4,0,2,0,0,0,0,0,0,1,0
Sewickley Ward 2 Dist 1,533,Attorney General,403,110,90,4,117,51,5,4,1,0,2,2,1,0,0,0,0,0,0,0,0,0
Sewickley Ward 2 Dist 2,595,Attorney General,473,142,117,3,154,41,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Sewickley Ward 3,1061,Attorney General,848,307,183,11,223,75,3,9,4,0,5,4,0,2,0,0,4,0,0,0,0,0
Sewickley Hts,790,Attorney General,635,129,100,1,268,96,3,11,3,0,3,2,0,0,0,0,2,2,0,0,0,0
Sewickley Hills,578,Attorney General,467,155,68,2,173,42,1,7,0,0,3,0,1,2,0,0,1,0,0,0,0,0
Shaler Ward 1 Dist 1,532,Attorney General,461,141,90,1,180,24,1,5,4,0,2,0,1,0,0,0,1,0,0,1,0,0
Shaler Ward 1 Dist 2,532,Attorney General,447,144,81,0,168,25,1,5,0,1,6,3,0,1,1,0,0,0,0,0,0,0
Shaler Ward 1 Dist 3,575,Attorney General,470,119,82,2,201,25,1,13,1,0,5,0,0,5,0,0,2,0,0,0,0,0
Shaler Ward 1 Dist 4,614,Attorney General,548,177,109,2,194,40,1,1,3,0,1,1,2,2,0,0,0,1,0,0,0,0
Shaler Ward 1 Dist 5,639,Attorney General,529,203,88,3,158,49,1,10,0,0,3,1,0,2,1,0,0,1,0,0,0,0
Shaler Ward 2 Dist 1,1049,Attorney General,910,221,175,3,394,79,2,6,2,0,2,1,0,0,1,0,2,1,0,0,0,0
Shaler Ward 2 Dist 2,778,Attorney General,673,183,108,3,273,80,1,6,1,0,2,0,0,1,1,0,1,0,0,0,1,0
Shaler Ward 2 Dist 3,619,Attorney General,523,196,71,4,181,32,4,5,2,0,7,2,0,4,1,0,0,1,0,0,0,1
Shaler Ward 2 Dist 4,784,Attorney General,694,235,120,1,251,44,2,6,1,0,1,7,0,3,1,0,3,1,0,1,0,0
Shaler Ward 2 Dist 5,363,Attorney General,318,101,66,1,112,22,2,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0
Shaler Ward 3 Dist 1,603,Attorney General,521,142,111,1,186,57,1,5,1,0,0,2,0,2,0,0,1,0,0,1,0,0
Shaler Ward 3 Dist 2,607,Attorney General,526,163,97,2,196,40,2,3,1,0,6,1,0,5,0,0,1,0,0,0,0,0
Shaler Ward 3 Dist 3,579,Attorney General,514,137,92,0,209,50,5,4,0,0,2,1,0,2,0,0,0,1,0,0,0,0
Shaler Ward 3 Dist 4,719,Attorney General,635,194,111,2,236,60,3,8,2,0,5,1,0,0,0,0,0,1,0,1,0,0
Shaler Ward 3 Dist 5,660,Attorney General,569,136,98,2,254,61,2,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0
Shaler Ward 4 Dist 1,869,Attorney General,753,225,120,4,302,53,1,10,4,1,5,1,0,3,0,0,3,1,0,0,0,0
Shaler Ward 4 Dist 2,456,Attorney General,374,132,60,1,130,25,2,8,0,0,1,1,0,2,0,0,0,0,0,0,0,0
Shaler Ward 4 Dist 3,631,Attorney General,545,168,102,1,198,47,1,5,0,0,4,6,0,1,0,0,2,0,0,1,0,0
Shaler Ward 4 Dist 4,660,Attorney General,571,146,112,1,227,55,2,8,2,0,1,0,0,1,1,0,1,1,0,0,0,0
Shaler Ward 4 Dist 5,520,Attorney General,441,155,82,0,156,30,0,1,0,0,5,0,0,2,0,0,0,2,0,0,1,0
Shaler Ward 5 Dist 1,760,Attorney General,665,180,104,2,266,75,3,8,1,0,2,2,0,3,2,0,1,2,0,1,0,0
Shaler Ward 5 Dist 2,665,Attorney General,602,204,96,2,239,28,4,6,1,0,1,0,0,2,0,0,0,0,0,0,0,0
Shaler Ward 5 Dist 3,544,Attorney General,491,140,112,2,171,46,1,4,2,0,0,1,0,2,1,0,2,0,0,0,0,0
Shaler Ward 5 Dist 4,363,Attorney General,321,88,44,0,139,32,0,3,0,0,3,2,0,0,0,0,1,0,0,0,0,0
Shaler Ward 5 Dist 5,776,Attorney General,664,202,116,1,242,70,2,8,0,0,0,3,0,2,0,0,1,1,0,1,0,0
Shaler Ward 6 Dist 1,620,Attorney General,556,156,95,2,234,45,2,8,0,0,2,0,0,1,0,0,1,0,0,0,0,0
Shaler Ward 6 Dist 2,735,Attorney General,622,184,97,4,257,47,5,7,0,0,2,3,0,2,1,0,2,0,0,0,0,1
Shaler Ward 6 Dist 3,582,Attorney General,519,136,98,0,212,51,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Shaler Ward 6 Dist 4,335,Attorney General,295,88,64,1,108,28,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shaler Ward 6 Dist 5,555,Attorney General,487,163,108,0,151,51,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Shaler Ward 7 Dist 1,596,Attorney General,508,169,110,2,169,27,2,6,2,0,6,1,0,2,0,0,0,1,0,0,0,0
Shaler Ward 7 Dist 2,782,Attorney General,652,216,108,1,231,57,1,9,2,0,5,3,1,1,0,0,3,0,0,0,0,0
Shaler Ward 7 Dist 3,640,Attorney General,513,150,83,5,197,39,2,7,1,1,4,1,0,2,0,0,1,0,0,0,0,0
Shaler Ward 7 Dist 4,1025,Attorney General,863,247,158,4,339,82,2,6,2,0,3,0,0,2,0,0,1,1,0,0,0,0
Sharpsburg Dist 1,619,Attorney General,421,188,68,4,100,17,3,8,0,1,11,2,1,6,0,0,0,1,0,0,0,0
Sharpsburg Dist 2,850,Attorney General,593,297,79,5,133,38,4,7,0,0,8,0,0,3,0,0,0,0,0,1,0,1
Sharpsburg Dist 3,843,Attorney General,654,259,90,8,202,45,0,16,3,1,6,3,1,1,0,0,2,1,0,0,0,0
S Fayette Dist 1,582,Attorney General,512,140,110,0,186,55,1,6,1,0,3,0,0,1,0,0,1,0,0,0,0,0
S Fayette Dist 2,1157,Attorney General,989,257,152,3,437,97,6,4,1,0,8,1,0,1,2,0,1,1,0,1,1,0
S Fayette Dist 3,2001,Attorney General,1698,461,330,10,624,189,5,9,4,0,13,3,0,4,0,0,1,2,0,0,0,0
S Fayette Dist 4,875,Attorney General,731,201,147,3,259,79,6,9,1,0,3,0,0,2,1,0,1,0,0,0,0,0
S Fayette Dist 5,1074,Attorney General,910,253,122,4,393,77,4,12,3,0,3,0,0,1,0,0,1,2,0,1,0,0
S Fayette Dist 6,1289,Attorney General,1038,304,177,7,403,76,6,13,1,0,11,1,0,2,0,0,2,0,0,2,0,0
S Fayette Dist 7,734,Attorney General,601,149,114,1,224,66,3,7,4,0,5,1,1,2,0,0,5,3,0,0,0,0
S Fayette Dist 8,1603,Attorney General,1384,362,300,3,471,188,8,10,1,0,3,3,0,0,1,0,0,1,0,0,0,0
S Fayette Dist 9,708,Attorney General,515,127,107,1,201,55,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
S Fayette Dist 10,740,Attorney General,600,173,95,6,235,55,2,5,2,0,9,1,0,2,1,0,1,0,0,0,0,0
S Fayette Dist 11,1140,Attorney General,935,249,145,7,380,91,11,9,1,0,7,2,0,1,0,0,1,2,0,0,0,0
S Fayette Dist 12,1051,Attorney General,875,201,199,6,314,108,9,7,3,1,3,0,1,1,3,0,0,0,0,1,0,0
South Park Dist 1,775,Attorney General,659,135,102,1,277,107,6,7,2,1,3,0,0,0,0,0,0,0,0,1,0,0
South Park Dist 2,777,Attorney General,639,182,115,2,243,60,2,7,1,1,2,4,0,4,0,0,0,1,0,1,0,0
South Park Dist 3,714,Attorney General,618,158,91,5,278,51,1,7,1,0,3,0,0,3,0,0,1,0,0,0,0,0
South Park Dist 4,918,Attorney General,743,239,121,8,269,60,5,8,4,0,2,2,0,0,0,0,2,1,0,1,0,0
South Park Dist 5,747,Attorney General,644,207,86,2,272,43,1,7,0,0,2,1,0,0,0,0,1,0,0,3,0,0
South Park Dist 6,924,Attorney General,734,211,126,2,282,72,1,10,0,0,3,1,0,2,0,0,1,0,0,0,0,0
South Park Dist 7,1100,Attorney General,915,206,223,5,328,112,2,4,1,0,4,1,0,0,0,0,1,0,0,0,0,1
South Park Dist 8,527,Attorney General,470,125,92,1,198,37,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
South Park Dist 9,853,Attorney General,697,166,161,3,239,103,2,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0
South Park Dist 10,897,Attorney General,765,184,125,5,327,81,3,9,0,0,7,1,0,0,0,0,5,0,0,0,0,0
South Park Dist 11,598,Attorney General,465,131,60,2,190,47,2,7,1,0,3,2,0,5,0,0,2,1,1,2,0,0
South Park Dist 12,601,Attorney General,516,117,105,0,220,41,5,5,1,0,6,0,0,1,0,0,1,0,0,0,0,0
South Park Dist 13,1177,Attorney General,1015,209,180,7,401,154,6,13,2,0,2,2,0,3,4,0,1,1,0,0,0,0
S Versailles,222,Attorney General,191,34,21,0,119,8,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Springdale Br Dist 1,690,Attorney General,535,163,95,7,194,37,1,7,1,0,7,2,0,4,0,0,4,0,0,1,2,0
Springdale Br Dist 2,599,Attorney General,513,143,78,0,221,30,3,7,1,0,1,0,0,2,2,0,3,0,0,0,0,0
Springdale Br Dist 3,577,Attorney General,450,139,68,4,181,26,3,4,1,0,4,1,1,4,0,0,0,1,0,0,0,0
Springdale Br Dist 4,473,Attorney General,368,111,52,3,153,27,2,2,0,0,3,0,0,2,0,0,1,1,0,0,0,0
Springdale Twp,1187,Attorney General,993,238,177,5,395,102,13,6,2,0,3,6,0,8,0,0,1,0,0,0,1,0
Stowe Ward 1,454,Attorney General,268,117,48,3,70,11,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Stowe Ward 2 Dist 1,188,Attorney General,94,36,13,3,29,5,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stowe Ward 2 Dist 2,688,Attorney General,453,172,81,8,119,29,2,6,1,0,6,3,0,3,0,1,2,0,0,0,0,0
Stowe Ward 3,359,Attorney General,221,75,30,2,79,18,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Stowe Ward 4 Dist 1,330,Attorney General,238,85,48,3,67,20,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Stowe Ward 4 Dist 2,360,Attorney General,306,62,74,0,118,33,1,3,0,0,0,0,0,2,2,0,0,0,0,2,0,0
Stowe Ward 5,443,Attorney General,259,98,62,2,73,13,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stowe Ward 6,478,Attorney General,281,129,60,7,50,8,2,3,0,0,3,1,1,4,0,0,1,0,0,2,0,0
Stowe Ward 7,293,Attorney General,139,68,15,2,33,7,0,4,0,0,4,0,0,0,0,0,1,0,0,1,0,0
Stowe Ward 8,397,Attorney General,169,89,13,0,53,3,1,3,0,0,1,0,0,3,0,0,0,1,0,0,0,0
Stowe Ward 9,299,Attorney General,138,65,24,3,25,9,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Swissvale Dist 1,849,Attorney General,526,245,142,10,67,15,1,5,1,0,9,4,1,3,0,0,5,0,0,0,0,0
Swissvale Dist 2,744,Attorney General,488,272,113,6,35,18,1,3,4,0,12,3,1,1,0,0,2,0,0,0,0,0
Swissvale Dist 3,687,Attorney General,461,250,140,5,32,8,0,5,1,0,9,3,0,0,0,0,0,0,0,0,1,0
Swissvale Dist 4,619,Attorney General,446,209,122,8,58,19,3,7,0,0,8,2,0,1,0,1,1,0,0,0,0,0
Swissvale Dist 5,736,Attorney General,567,261,178,3,59,29,1,4,1,0,6,3,0,1,0,0,6,1,0,0,0,0
Swissvale Dist 6,404,Attorney General,242,145,52,6,18,2,0,0,1,1,2,1,0,1,1,1,2,0,0,1,0,0
Swissvale Dist 7,675,Attorney General,527,253,151,10,67,17,1,1,0,0,6,7,0,0,1,0,0,1,0,0,0,0
Swissvale Dist 8,710,Attorney General,514,256,129,1,54,23,1,5,4,0,13,2,0,1,1,0,5,1,0,0,0,0
Swissvale Dist 9,670,Attorney General,497,263,126,7,46,8,2,11,2,0,14,3,0,2,0,0,0,0,1,1,0,0
Swissvale Dist 10,240,Attorney General,146,95,22,2,14,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Swissvale Dist 11,678,Attorney General,550,287,176,3,47,11,0,5,0,0,5,1,0,0,0,0,1,0,0,0,0,0
Tarentum Ward 1 Dist 1,687,Attorney General,460,167,54,0,184,16,2,9,1,1,6,2,0,7,0,0,1,0,0,0,0,0
Tarentum Ward 1 Dist 2,470,Attorney General,378,120,55,2,144,34,0,9,0,0,5,0,0,2,0,0,0,0,0,1,0,0
Tarentum Ward 2,558,Attorney General,367,98,67,0,144,30,4,6,1,0,3,0,0,3,0,0,0,0,0,1,0,0
Tarentum Ward 3 Dist 1,278,Attorney General,186,59,21,0,79,11,0,3,0,0,3,0,1,6,0,1,0,0,0,0,0,0
Tarentum Ward 3 Dist 2,593,Attorney General,409,104,43,3,183,31,1,11,1,0,11,0,0,3,0,0,1,0,1,0,0,0
Thornburg,407,Attorney General,355,151,49,3,117,21,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pennsbury Vill,569,Attorney General,478,180,80,2,165,20,2,5,0,0,5,0,0,5,1,1,1,0,0,1,0,0
Trafford,55,Attorney General,40,15,6,0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turtle Creek Ward 1 Dist 1,841,Attorney General,630,212,117,8,200,43,1,5,1,0,6,2,1,8,0,0,1,4,0,1,0,0
Turtle Creek Ward 1 Dist 2,415,Attorney General,263,115,39,3,68,20,1,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0
Turtle Creek Ward 2 Dist 1,704,Attorney General,424,199,72,8,89,17,2,9,3,0,3,3,0,7,0,0,1,0,0,0,0,0
Turtle Creek Ward 2 Dist 2,316,Attorney General,197,95,31,9,33,14,2,4,2,1,0,0,0,0,0,0,1,0,0,2,0,0
Turtle Creek Ward 3 Dist 1,553,Attorney General,335,156,45,4,77,25,1,5,0,0,7,0,0,2,0,1,0,2,0,3,0,0
Turtle Creek Ward 3 Dist 2,453,Attorney General,324,108,60,8,96,29,3,4,0,0,5,1,0,3,1,0,0,0,0,0,0,0
Up St Clair Ward 1 Dist 1,501,Attorney General,418,140,78,3,133,46,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0
Up St Clair Ward 1 Dist 2,822,Attorney General,697,191,159,1,240,72,2,3,2,0,3,2,0,1,2,0,1,0,0,0,1,0
Up St Clair Ward 1 Dist 3,1194,Attorney General,1022,283,197,6,352,125,6,5,1,0,5,2,0,0,2,0,0,1,0,0,1,0
Up St Clair Ward 1 Dist 4,810,Attorney General,666,213,163,2,188,73,2,2,1,0,4,6,0,0,0,0,0,0,0,0,0,0
Up St Clair Ward 2 Dist 1,988,Attorney General,811,246,180,2,268,86,2,4,1,0,6,3,0,0,1,0,1,0,0,0,0,0
Up St Clair Ward 2 Dist 2,711,Attorney General,588,166,94,4,203,101,1,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Up St Clair Ward 2 Dist 3,1082,Attorney General,907,281,187,10,286,104,1,5,1,0,2,1,0,1,0,0,0,2,0,0,0,0
Up St Clair Ward 2 Dist 4,545,Attorney General,464,150,90,2,159,42,2,3,0,0,2,6,0,1,0,0,2,0,0,0,0,0
Up St Clair Ward 3 Dist 1,1040,Attorney General,845,265,180,3,269,104,5,4,1,0,5,1,0,1,1,0,0,0,0,0,0,0
Up St Clair Ward 3 Dist 2,860,Attorney General,751,203,144,5,285,76,3,4,0,0,3,2,0,1,1,0,0,0,0,0,0,0
Up St Clair Ward 3 Dist 3,1432,Attorney General,1190,281,246,4,415,190,3,11,3,0,5,0,0,0,0,0,0,1,0,2,1,0
Up St Clair Ward 4 Dist 1,1024,Attorney General,870,252,190,2,300,84,1,10,0,0,5,3,0,2,1,0,2,0,0,0,0,0
Up St Clair Ward 4 Dist 2,594,Attorney General,484,137,94,5,176,49,7,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Up St Clair Ward 4 Dist 3,649,Attorney General,549,156,122,2,192,58,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Up St Clair Ward 4 Dist 4,1120,Attorney General,881,196,210,6,266,164,3,7,2,0,2,0,0,1,2,0,1,1,0,1,0,0
Up St Clair Ward 5 Dist 1,1149,Attorney General,957,251,190,2,370,104,3,4,3,2,3,1,1,2,1,0,1,0,0,0,1,0
Up St Clair Ward 5 Dist 2,1193,Attorney General,1032,273,202,2,383,114,2,7,2,0,7,2,0,4,1,0,6,2,0,1,1,0
Up St Clair Ward 5 Dist 3,921,Attorney General,793,237,177,4,251,81,4,6,0,0,6,1,0,0,1,0,0,3,0,2,0,0
Verona Dist 1,516,Attorney General,359,163,49,5,94,13,5,8,1,0,8,1,0,2,0,1,0,1,0,0,0,0
Verona Dist 2,571,Attorney General,450,193,62,2,140,19,1,4,4,0,2,1,0,2,0,0,0,0,0,0,0,0
Verona Dist 3,613,Attorney General,480,191,68,3,161,23,3,5,1,0,4,0,0,4,0,0,0,0,0,1,0,0
Versailles Dist 1,517,Attorney General,359,121,55,4,126,21,3,3,1,1,3,1,0,0,1,0,1,0,0,4,0,0
Versailles Dist 2,468,Attorney General,325,108,69,7,99,19,0,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0
Wall,324,Attorney General,206,68,38,0,82,9,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
West Deer Dist 1,1669,Attorney General,1436,296,231,1,694,153,2,12,3,0,7,6,0,6,1,0,0,0,0,0,0,0
West Deer Dist 2,653,Attorney General,549,123,52,3,296,37,8,9,0,0,2,0,0,4,2,0,1,0,0,1,0,0
West Deer Dist 3,840,Attorney General,684,122,103,0,351,78,0,4,0,0,1,0,0,7,1,0,2,0,0,0,0,0
West Deer Dist 4,833,Attorney General,741,144,169,1,301,90,2,7,2,0,1,3,0,2,0,0,0,2,0,1,0,0
West Deer Dist 5,914,Attorney General,761,163,80,2,407,64,4,11,1,0,4,5,0,2,0,0,1,1,0,0,0,0
West Deer Dist 6,802,Attorney General,683,168,83,6,332,55,5,6,0,0,1,0,0,1,1,0,1,0,0,0,0,0
West Deer Dist 7,1846,Attorney General,1623,235,364,5,666,262,9,18,2,1,9,6,0,3,1,0,0,1,0,1,0,0
West Deer Dist 8,1589,Attorney General,1417,256,353,9,513,217,13,12,3,0,6,2,0,4,1,0,1,1,0,0,0,0
W Elizabeth,249,Attorney General,189,51,16,3,93,6,2,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0
W Homestead Dist 1,424,Attorney General,247,128,42,11,34,7,2,1,1,0,3,3,1,3,0,0,1,0,0,0,0,0
W Homestead Dist 2,465,Attorney General,407,118,60,3,164,35,2,5,0,0,3,1,0,1,0,0,0,0,0,0,0,0
W Homestead Dist 3,523,Attorney General,448,135,76,0,172,47,0,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0
West Mifflin Dist 1,699,Attorney General,561,178,109,1,199,32,1,12,2,0,7,1,0,2,0,0,1,0,0,0,1,0
West Mifflin Dist 2,478,Attorney General,357,170,85,6,58,21,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0
West Mifflin Dist 3,481,Attorney General,380,137,69,1,121,22,4,9,0,0,6,1,0,4,0,0,0,0,0,2,0,0
West Mifflin Dist 4,396,Attorney General,105,68,18,1,9,1,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0
West Mifflin Dist 5,829,Attorney General,707,245,103,3,249,57,0,7,1,0,10,0,0,2,0,0,1,0,0,2,0,0
West Mifflin Dist 6,336,Attorney General,270,70,51,1,101,17,3,4,0,0,5,0,0,3,0,0,1,0,0,0,0,0
West Mifflin Dist 7,752,Attorney General,595,195,85,4,234,36,4,10,1,0,2,2,0,4,0,0,4,0,0,0,0,0
West Mifflin Dist 8,579,Attorney General,418,207,79,7,81,16,2,9,0,0,2,1,0,2,1,0,2,0,0,0,0,0
West Mifflin Dist 9,786,Attorney General,620,217,141,1,166,45,2,9,1,0,11,0,0,3,2,0,2,1,0,2,1,1
West Mifflin Dist 10,520,Attorney General,418,126,76,5,145,31,1,10,0,0,5,5,0,2,0,0,1,0,0,0,0,0
West Mifflin Dist 11,788,Attorney General,607,169,108,6,240,36,3,8,0,0,7,1,0,5,0,0,4,0,0,0,0,0
West Mifflin Dist 12,1025,Attorney General,757,212,144,5,278,51,5,7,1,0,4,1,0,4,1,0,0,1,0,0,1,0
West Mifflin Dist 13,543,Attorney General,397,124,73,2,131,33,3,8,0,0,2,1,0,2,0,0,2,0,0,0,0,0
West Mifflin Dist 14,933,Attorney General,802,238,137,9,306,70,1,8,0,0,2,1,0,1,0,0,2,0,0,0,0,0
West Mifflin Dist 15,596,Attorney General,485,176,85,5,147,43,1,3,1,0,2,0,0,2,1,0,3,0,0,0,0,0
West Mifflin Dist 16,1160,Attorney General,1005,223,256,4,359,109,3,7,3,1,4,2,0,6,0,0,2,1,0,1,0,0
West Mifflin Dist 17,575,Attorney General,473,131,76,0,183,48,0,7,6,0,4,2,1,1,0,0,4,0,0,0,0,0
West Mifflin Dist 18,859,Attorney General,715,225,153,2,236,48,4,8,0,0,4,3,0,3,0,0,3,0,0,1,0,0
West Mifflin Dist 19,656,Attorney General,552,150,85,2,241,41,1,7,1,0,1,1,0,6,1,0,0,0,0,0,0,0
West Mifflin Dist 20,477,Attorney General,412,119,90,0,141,37,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
West Mifflin Dist 21,713,Attorney General,562,154,137,8,174,45,5,4,0,0,3,1,1,2,1,0,1,1,0,0,0,0
West View Dist 1,679,Attorney General,552,202,98,8,172,40,1,10,2,0,6,1,0,2,1,0,1,1,0,0,0,0
West View Dist 2,758,Attorney General,576,219,99,2,193,32,3,4,1,0,6,2,0,1,0,0,0,0,0,2,1,0
West View Dist 3,579,Attorney General,458,161,76,3,153,43,0,6,0,0,4,1,0,2,0,0,0,0,0,0,0,0
